Requested ordering: INCIDENCE_DEGREE
Coloring distance: DISTANCE_ONE
Input graph: data\raw\matrices\bcsstk15.mtx

 Coloring | INCIDENCE_DEGREE Ordering | data\raw\matrices\bcsstk15.mtx
Order Position 3116 -> Vertex 901
Order Position 3117 -> Vertex 679
Order Position 3118 -> Vertex 1001
Order Position 3119 -> Vertex 999
Order Position 3120 -> Vertex 997
Order Position 3121 -> Vertex 1015
Order Position 3122 -> Vertex 912
Order Position 3123 -> Vertex 914
Order Position 3124 -> Vertex 602
Order Position 3125 -> Vertex 600
Order Position 3126 -> Vertex 616
Order Position 3127 -> Vertex 1260
Order Position 3128 -> Vertex 1262
Order Position 3129 -> Vertex 1614
Order Position 3130 -> Vertex 1616
Order Position 3131 -> Vertex 1974
Order Position 3132 -> Vertex 1976
Order Position 3133 -> Vertex 2298
Order Position 3134 -> Vertex 2300
Order Position 3135 -> Vertex 2616
Order Position 3136 -> Vertex 2618
Order Position 3137 -> Vertex 2898
Order Position 3138 -> Vertex 2900
Order Position 3139 -> Vertex 3168
Order Position 3140 -> Vertex 3170
Order Position 3141 -> Vertex 3402
Order Position 3142 -> Vertex 3404
Order Position 3143 -> Vertex 1251
Order Position 3144 -> Vertex 1253
Order Position 3145 -> Vertex 1249
Order Position 3146 -> Vertex 893
Order Position 3147 -> Vertex 891
Order Position 3148 -> Vertex 889
Order Position 3149 -> Vertex 902
Order Position 3150 -> Vertex 900
Order Position 3151 -> Vertex 680
Order Position 3152 -> Vertex 678
Order Position 3153 -> Vertex 604
Order Position 3154 -> Vertex 448
Order Position 3155 -> Vertex 694
Order Position 3156 -> Vertex 1012
Order Position 3157 -> Vertex 1605
Order Position 3158 -> Vertex 1607
Order Position 3159 -> Vertex 1603
Order Position 3160 -> Vertex 1967
Order Position 3161 -> Vertex 1965
Order Position 3162 -> Vertex 1963
Order Position 3163 -> Vertex 2291
Order Position 3164 -> Vertex 2289
Order Position 3165 -> Vertex 2287
Order Position 3166 -> Vertex 2609
Order Position 3167 -> Vertex 2607
Order Position 3168 -> Vertex 2605
Order Position 3169 -> Vertex 2891
Order Position 3170 -> Vertex 2889
Order Position 3171 -> Vertex 2887
Order Position 3172 -> Vertex 3155
Order Position 3173 -> Vertex 3153
Order Position 3174 -> Vertex 3151
Order Position 3175 -> Vertex 3161
Order Position 3176 -> Vertex 3159
Order Position 3177 -> Vertex 3157
Order Position 3178 -> Vertex 916
Order Position 3179 -> Vertex 1016
Order Position 3180 -> Vertex 1018
Order Position 3181 -> Vertex 1019
Order Position 3182 -> Vertex 1014
Order Position 3183 -> Vertex 998
Order Position 3184 -> Vertex 996
Order Position 3185 -> Vertex 867
Order Position 3186 -> Vertex 875
Order Position 3187 -> Vertex 873
Order Position 3188 -> Vertex 1241
Order Position 3189 -> Vertex 1239
Order Position 3190 -> Vertex 1237
Order Position 3191 -> Vertex 871
Order Position 3192 -> Vertex 865
Order Position 3193 -> Vertex 1221
Order Position 3194 -> Vertex 869
Order Position 3195 -> Vertex 1219
Order Position 3196 -> Vertex 1595
Order Position 3197 -> Vertex 1593
Order Position 3198 -> Vertex 1591
Order Position 3199 -> Vertex 1575
Order Position 3200 -> Vertex 1573
Order Position 3201 -> Vertex 1223
Order Position 3202 -> Vertex 868
Order Position 3203 -> Vertex 864
Order Position 3204 -> Vertex 866
Order Position 3205 -> Vertex 1222
Order Position 3206 -> Vertex 1218
Order Position 3207 -> Vertex 1220
Order Position 3208 -> Vertex 872
Order Position 3209 -> Vertex 870
Order Position 3210 -> Vertex 1238
Order Position 3211 -> Vertex 1236
Order Position 3212 -> Vertex 890
Order Position 3213 -> Vertex 888
Order Position 3214 -> Vertex 1250
Order Position 3215 -> Vertex 1248
Order Position 3216 -> Vertex 1574
Order Position 3217 -> Vertex 1935
Order Position 3218 -> Vertex 1955
Order Position 3219 -> Vertex 1953
Order Position 3220 -> Vertex 1951
Order Position 3221 -> Vertex 1577
Order Position 3222 -> Vertex 1933
Order Position 3223 -> Vertex 1572
Order Position 3224 -> Vertex 1576
Order Position 3225 -> Vertex 1604
Order Position 3226 -> Vertex 1602
Order Position 3227 -> Vertex 1592
Order Position 3228 -> Vertex 1934
Order Position 3229 -> Vertex 1590
Order Position 3230 -> Vertex 1964
Order Position 3231 -> Vertex 1962
Order Position 3232 -> Vertex 1932
Order Position 3233 -> Vertex 1936
Order Position 3234 -> Vertex 2259
Order Position 3235 -> Vertex 1937
Order Position 3236 -> Vertex 2279
Order Position 3237 -> Vertex 2277
Order Position 3238 -> Vertex 2275
Order Position 3239 -> Vertex 2257
Order Position 3240 -> Vertex 2597
Order Position 3241 -> Vertex 2595
Order Position 3242 -> Vertex 2593
Order Position 3243 -> Vertex 2565
Order Position 3244 -> Vertex 2261
Order Position 3245 -> Vertex 2563
Order Position 3246 -> Vertex 2260
Order Position 3247 -> Vertex 2256
Order Position 3248 -> Vertex 2258
Order Position 3249 -> Vertex 1952
Order Position 3250 -> Vertex 1950
Order Position 3251 -> Vertex 2288
Order Position 3252 -> Vertex 2286
Order Position 3253 -> Vertex 2276
Order Position 3254 -> Vertex 2564
Order Position 3255 -> Vertex 2274
Order Position 3256 -> Vertex 2606
Order Position 3257 -> Vertex 2604
Order Position 3258 -> Vertex 2562
Order Position 3259 -> Vertex 2566
Order Position 3260 -> Vertex 2577
Order Position 3261 -> Vertex 2567
Order Position 3262 -> Vertex 2873
Order Position 3263 -> Vertex 2871
Order Position 3264 -> Vertex 2869
Order Position 3265 -> Vertex 2575
Order Position 3266 -> Vertex 2879
Order Position 3267 -> Vertex 2877
Order Position 3268 -> Vertex 2875
Order Position 3269 -> Vertex 2685
Order Position 3270 -> Vertex 2579
Order Position 3271 -> Vertex 2683
Order Position 3272 -> Vertex 2578
Order Position 3273 -> Vertex 2574
Order Position 3274 -> Vertex 2576
Order Position 3275 -> Vertex 2594
Order Position 3276 -> Vertex 2592
Order Position 3277 -> Vertex 2888
Order Position 3278 -> Vertex 2886
Order Position 3279 -> Vertex 2870
Order Position 3280 -> Vertex 2868
Order Position 3281 -> Vertex 2684
Order Position 3282 -> Vertex 2697
Order Position 3283 -> Vertex 2686
Order Position 3284 -> Vertex 2682
Order Position 3285 -> Vertex 2687
Order Position 3286 -> Vertex 3152
Order Position 3287 -> Vertex 3150
Order Position 3288 -> Vertex 2698
Order Position 3289 -> Vertex 2695
Order Position 3290 -> Vertex 2975
Order Position 3291 -> Vertex 2973
Order Position 3292 -> Vertex 2971
Order Position 3293 -> Vertex 2703
Order Position 3294 -> Vertex 2699
Order Position 3295 -> Vertex 2696
Order Position 3296 -> Vertex 2876
Order Position 3297 -> Vertex 2874
Order Position 3298 -> Vertex 2694
Order Position 3299 -> Vertex 2704
Order Position 3300 -> Vertex 2702
Order Position 3301 -> Vertex 2701
Order Position 3302 -> Vertex 2700
Order Position 3303 -> Vertex 1240
Order Position 3304 -> Vertex 682
Order Position 3305 -> Vertex 892
Order Position 3306 -> Vertex 904
Order Position 3307 -> Vertex 874
Order Position 3308 -> Vertex 1000
Order Position 3309 -> Vertex 2970
Order Position 3310 -> Vertex 2972
Order Position 3311 -> Vertex 3158
Order Position 3312 -> Vertex 3156
Order Position 3313 -> Vertex 3408
Order Position 3314 -> Vertex 3410
Order Position 3315 -> Vertex 3237
Order Position 3316 -> Vertex 3239
Order Position 3317 -> Vertex 3479
Order Position 3318 -> Vertex 3235
Order Position 3319 -> Vertex 3477
Order Position 3320 -> Vertex 2981
Order Position 3321 -> Vertex 2979
Order Position 3322 -> Vertex 2977
Order Position 3323 -> Vertex 2705
Order Position 3324 -> Vertex 2709
Order Position 3325 -> Vertex 3475
Order Position 3326 -> Vertex 3669
Order Position 3327 -> Vertex 3670
Order Position 3328 -> Vertex 3668
Order Position 3329 -> Vertex 3667
Order Position 3330 -> Vertex 3245
Order Position 3331 -> Vertex 3243
Order Position 3332 -> Vertex 3241
Order Position 3333 -> Vertex 3236
Order Position 3334 -> Vertex 3234
Order Position 3335 -> Vertex 3474
Order Position 3336 -> Vertex 3476
Order Position 3337 -> Vertex 2978
Order Position 3338 -> Vertex 2976
Order Position 3339 -> Vertex 2708
Order Position 3340 -> Vertex 2710
Order Position 3341 -> Vertex 2706
Order Position 3342 -> Vertex 2707
Order Position 3343 -> Vertex 3666
Order Position 3344 -> Vertex 3485
Order Position 3345 -> Vertex 3483
Order Position 3346 -> Vertex 3671
Order Position 3347 -> Vertex 3481
Order Position 3348 -> Vertex 3675
Order Position 3349 -> Vertex 3677
Order Position 3350 -> Vertex 3676
Order Position 3351 -> Vertex 3672
Order Position 3352 -> Vertex 3674
Order Position 3353 -> Vertex 3480
Order Position 3354 -> Vertex 3482
Order Position 3355 -> Vertex 3242
Order Position 3356 -> Vertex 3240
Order Position 3357 -> Vertex 3478
Order Position 3358 -> Vertex 3412
Order Position 3359 -> Vertex 3406
Order Position 3360 -> Vertex 3172
Order Position 3361 -> Vertex 2902
Order Position 3362 -> Vertex 2620
Order Position 3363 -> Vertex 2302
Order Position 3364 -> Vertex 1978
Order Position 3365 -> Vertex 1618
Order Position 3366 -> Vertex 1264
Order Position 3367 -> Vertex 1252
Order Position 3368 -> Vertex 1606
Order Position 3369 -> Vertex 1966
Order Position 3370 -> Vertex 2290
Order Position 3371 -> Vertex 2608
Order Position 3372 -> Vertex 2890
Order Position 3373 -> Vertex 3154
Order Position 3374 -> Vertex 3160
Order Position 3375 -> Vertex 3238
Order Position 3376 -> Vertex 250
Order Position 3377 -> Vertex 430
Order Position 3378 -> Vertex 268
Order Position 3379 -> Vertex 244
Order Position 3380 -> Vertex 3087
Order Position 3381 -> Vertex 3099
Order Position 3382 -> Vertex 3100
Order Position 3383 -> Vertex 3098
Order Position 3384 -> Vertex 3088
Order Position 3385 -> Vertex 3086
Order Position 3386 -> Vertex 3096
Order Position 3387 -> Vertex 3084
Order Position 3388 -> Vertex 3112
Order Position 3389 -> Vertex 3110
Order Position 3390 -> Vertex 3108
Order Position 3391 -> Vertex 3360
Order Position 3392 -> Vertex 3365
Order Position 3393 -> Vertex 3364
Order Position 3394 -> Vertex 3113
Order Position 3395 -> Vertex 3111
Order Position 3396 -> Vertex 3101
Order Position 3397 -> Vertex 3109
Order Position 3398 -> Vertex 3097
Order Position 3399 -> Vertex 3362
Order Position 3400 -> Vertex 3361
Order Position 3401 -> Vertex 3569
Order Position 3402 -> Vertex 3568
Order Position 3403 -> Vertex 3363
Order Position 3404 -> Vertex 3564
Order Position 3405 -> Vertex 3566
Order Position 3406 -> Vertex 3664
Order Position 3407 -> Vertex 3665
Order Position 3408 -> Vertex 3660
Order Position 3409 -> Vertex 3712
Order Position 3410 -> Vertex 3723
Order Position 3411 -> Vertex 3722
Order Position 3412 -> Vertex 3729
Order Position 3413 -> Vertex 3724
Order Position 3414 -> Vertex 3730
Order Position 3415 -> Vertex 3728
Order Position 3416 -> Vertex 3720
Order Position 3417 -> Vertex 3726
Order Position 3418 -> Vertex 3662
Order Position 3419 -> Vertex 3711
Order Position 3420 -> Vertex 3713
Order Position 3421 -> Vertex 3725
Order Position 3422 -> Vertex 3709
Order Position 3423 -> Vertex 3721
Order Position 3424 -> Vertex 3661
Order Position 3425 -> Vertex 3663
Order Position 3426 -> Vertex 3565
Order Position 3427 -> Vertex 3567
Order Position 3428 -> Vertex 3539
Order Position 3429 -> Vertex 3537
Order Position 3430 -> Vertex 3731
Order Position 3431 -> Vertex 3727
Order Position 3432 -> Vertex 3535
Order Position 3433 -> Vertex 3353
Order Position 3434 -> Vertex 3351
Order Position 3435 -> Vertex 3471
Order Position 3436 -> Vertex 3473
Order Position 3437 -> Vertex 3349
Order Position 3438 -> Vertex 3469
Order Position 3439 -> Vertex 3089
Order Position 3440 -> Vertex 3085
Order Position 3441 -> Vertex 3348
Order Position 3442 -> Vertex 3350
Order Position 3443 -> Vertex 3233
Order Position 3444 -> Vertex 3231
Order Position 3445 -> Vertex 2961
Order Position 3446 -> Vertex 3229
Order Position 3447 -> Vertex 2963
Order Position 3448 -> Vertex 2962
Order Position 3449 -> Vertex 2958
Order Position 3450 -> Vertex 2960
Order Position 3451 -> Vertex 2959
Order Position 3452 -> Vertex 3545
Order Position 3453 -> Vertex 3735
Order Position 3454 -> Vertex 3543
Order Position 3455 -> Vertex 3541
Order Position 3456 -> Vertex 3329
Order Position 3457 -> Vertex 3327
Order Position 3458 -> Vertex 3325
Order Position 3459 -> Vertex 3470
Order Position 3460 -> Vertex 3536
Order Position 3461 -> Vertex 3534
Order Position 3462 -> Vertex 3468
Order Position 3463 -> Vertex 3228
Order Position 3464 -> Vertex 3230
Order Position 3465 -> Vertex 3732
Order Position 3466 -> Vertex 3737
Order Position 3467 -> Vertex 3736
Order Position 3468 -> Vertex 3734
Order Position 3469 -> Vertex 3718
Order Position 3470 -> Vertex 3717
Order Position 3471 -> Vertex 3733
Order Position 3472 -> Vertex 3716
Order Position 3473 -> Vertex 3714
Order Position 3474 -> Vertex 3557
Order Position 3475 -> Vertex 3540
Order Position 3476 -> Vertex 3542
Order Position 3477 -> Vertex 3555
Order Position 3478 -> Vertex 3553
Order Position 3479 -> Vertex 3719
Order Position 3480 -> Vertex 3715
Order Position 3481 -> Vertex 3673
Order Position 3482 -> Vertex 3533
Order Position 3483 -> Vertex 3551
Order Position 3484 -> Vertex 3531
Order Position 3485 -> Vertex 3549
Order Position 3486 -> Vertex 3547
Order Position 3487 -> Vertex 3529
Order Position 3488 -> Vertex 3341
Order Position 3489 -> Vertex 3339
Order Position 3490 -> Vertex 3337
Order Position 3491 -> Vertex 3326
Order Position 3492 -> Vertex 3324
Order Position 3493 -> Vertex 3552
Order Position 3494 -> Vertex 3554
Order Position 3495 -> Vertex 3317
Order Position 3496 -> Vertex 3315
Order Position 3497 -> Vertex 3313
Order Position 3498 -> Vertex 3053
Order Position 3499 -> Vertex 3051
Order Position 3500 -> Vertex 3049
Order Position 3501 -> Vertex 3747
Order Position 3502 -> Vertex 3579
Order Position 3503 -> Vertex 3375
Order Position 3504 -> Vertex 2787
Order Position 3505 -> Vertex 2789
Order Position 3506 -> Vertex 2711
Order Position 3507 -> Vertex 2785
Order Position 3508 -> Vertex 2499
Order Position 3509 -> Vertex 3528
Order Position 3510 -> Vertex 3546
Order Position 3511 -> Vertex 3548
Order Position 3512 -> Vertex 3530
Order Position 3513 -> Vertex 3484
Order Position 3514 -> Vertex 3321
Order Position 3515 -> Vertex 3335
Order Position 3516 -> Vertex 3333
Order Position 3517 -> Vertex 3323
Order Position 3518 -> Vertex 3331
Order Position 3519 -> Vertex 3319
Order Position 3520 -> Vertex 3059
Order Position 3521 -> Vertex 3057
Order Position 3522 -> Vertex 3055
Order Position 3523 -> Vertex 3312
Order Position 3524 -> Vertex 3314
Order Position 3525 -> Vertex 3338
Order Position 3526 -> Vertex 3336
Order Position 3527 -> Vertex 3077
Order Position 3528 -> Vertex 3075
Order Position 3529 -> Vertex 2969
Order Position 3530 -> Vertex 3073
Order Position 3531 -> Vertex 2967
Order Position 3532 -> Vertex 3232
Order Position 3533 -> Vertex 2964
Order Position 3534 -> Vertex 2966
Order Position 3535 -> Vertex 3071
Order Position 3536 -> Vertex 3069
Order Position 3537 -> Vertex 3067
Order Position 3538 -> Vertex 2965
Order Position 3539 -> Vertex 3065
Order Position 3540 -> Vertex 3063
Order Position 3541 -> Vertex 3061
Order Position 3542 -> Vertex 2807
Order Position 3543 -> Vertex 2805
Order Position 3544 -> Vertex 2803
Order Position 3545 -> Vertex 2679
Order Position 3546 -> Vertex 2795
Order Position 3547 -> Vertex 2793
Order Position 3548 -> Vertex 2791
Order Position 3549 -> Vertex 2801
Order Position 3550 -> Vertex 2799
Order Position 3551 -> Vertex 2797
Order Position 3552 -> Vertex 2505
Order Position 3553 -> Vertex 2677
Order Position 3554 -> Vertex 2503
Order Position 3555 -> Vertex 2507
Order Position 3556 -> Vertex 2497
Order Position 3557 -> Vertex 2501
Order Position 3558 -> Vertex 2681
Order Position 3559 -> Vertex 2506
Order Position 3560 -> Vertex 2680
Order Position 3561 -> Vertex 2678
Order Position 3562 -> Vertex 2676
Order Position 3563 -> Vertex 2504
Order Position 3564 -> Vertex 2502
Order Position 3565 -> Vertex 2500
Order Position 3566 -> Vertex 2498
Order Position 3567 -> Vertex 2496
Order Position 3568 -> Vertex 2786
Order Position 3569 -> Vertex 2784
Order Position 3570 -> Vertex 3050
Order Position 3571 -> Vertex 3048
Order Position 3572 -> Vertex 2980
Order Position 3573 -> Vertex 2792
Order Position 3574 -> Vertex 2790
Order Position 3575 -> Vertex 3056
Order Position 3576 -> Vertex 3054
Order Position 3577 -> Vertex 2796
Order Position 3578 -> Vertex 2798
Order Position 3579 -> Vertex 2802
Order Position 3580 -> Vertex 2804
Order Position 3581 -> Vertex 3074
Order Position 3582 -> Vertex 3072
Order Position 3583 -> Vertex 2968
Order Position 3584 -> Vertex 3332
Order Position 3585 -> Vertex 3330
Order Position 3586 -> Vertex 3320
Order Position 3587 -> Vertex 3318
Order Position 3588 -> Vertex 3068
Order Position 3589 -> Vertex 3066
Order Position 3590 -> Vertex 3062
Order Position 3591 -> Vertex 3060
Order Position 3592 -> Vertex 2806
Order Position 3593 -> Vertex 2800
Order Position 3594 -> Vertex 3076
Order Position 3595 -> Vertex 3070
Order Position 3596 -> Vertex 3064
Order Position 3597 -> Vertex 3058
Order Position 3598 -> Vertex 3316
Order Position 3599 -> Vertex 3244
Order Position 3600 -> Vertex 3052
Order Position 3601 -> Vertex 2788
Order Position 3602 -> Vertex 2794
Order Position 3603 -> Vertex 3550
Order Position 3604 -> Vertex 3532
Order Position 3605 -> Vertex 3322
Order Position 3606 -> Vertex 3334
Order Position 3607 -> Vertex 3340
Order Position 3608 -> Vertex 3556
Order Position 3609 -> Vertex 3352
Order Position 3610 -> Vertex 3472
Order Position 3611 -> Vertex 3538
Order Position 3612 -> Vertex 3544
Order Position 3613 -> Vertex 3328
Order Position 3614 -> Vertex 1485
Order Position 3615 -> Vertex 1486
Order Position 3616 -> Vertex 1487
Order Position 3617 -> Vertex 1482
Order Position 3618 -> Vertex 1484
Order Position 3619 -> Vertex 1132
Order Position 3620 -> Vertex 1131
Order Position 3621 -> Vertex 1483
Order Position 3622 -> Vertex 1133
Order Position 3623 -> Vertex 1128
Order Position 3624 -> Vertex 1130
Order Position 3625 -> Vertex 832
Order Position 3626 -> Vertex 831
Order Position 3627 -> Vertex 833
Order Position 3628 -> Vertex 828
Order Position 3629 -> Vertex 830
Order Position 3630 -> Vertex 1168
Order Position 3631 -> Vertex 1167
Order Position 3632 -> Vertex 1169
Order Position 3633 -> Vertex 1164
Order Position 3634 -> Vertex 1166
Order Position 3635 -> Vertex 1516
Order Position 3636 -> Vertex 1515
Order Position 3637 -> Vertex 1517
Order Position 3638 -> Vertex 1512
Order Position 3639 -> Vertex 1514
Order Position 3640 -> Vertex 1672
Order Position 3641 -> Vertex 1671
Order Position 3642 -> Vertex 1673
Order Position 3643 -> Vertex 1668
Order Position 3644 -> Vertex 1670
Order Position 3645 -> Vertex 1732
Order Position 3646 -> Vertex 1731
Order Position 3647 -> Vertex 1733
Order Position 3648 -> Vertex 1728
Order Position 3649 -> Vertex 1730
Order Position 3650 -> Vertex 1744
Order Position 3651 -> Vertex 1743
Order Position 3652 -> Vertex 1745
Order Position 3653 -> Vertex 1740
Order Position 3654 -> Vertex 1742
Order Position 3655 -> Vertex 1756
Order Position 3656 -> Vertex 1755
Order Position 3657 -> Vertex 1757
Order Position 3658 -> Vertex 1752
Order Position 3659 -> Vertex 1754
Order Position 3660 -> Vertex 1768
Order Position 3661 -> Vertex 1767
Order Position 3662 -> Vertex 1769
Order Position 3663 -> Vertex 1764
Order Position 3664 -> Vertex 1766
Order Position 3665 -> Vertex 1780
Order Position 3666 -> Vertex 1779
Order Position 3667 -> Vertex 1781
Order Position 3668 -> Vertex 1776
Order Position 3669 -> Vertex 1778
Order Position 3670 -> Vertex 1798
Order Position 3671 -> Vertex 1797
Order Position 3672 -> Vertex 1799
Order Position 3673 -> Vertex 1794
Order Position 3674 -> Vertex 1796
Order Position 3675 -> Vertex 1708
Order Position 3676 -> Vertex 1707
Order Position 3677 -> Vertex 1709
Order Position 3678 -> Vertex 1704
Order Position 3679 -> Vertex 1706
Order Position 3680 -> Vertex 1594
Order Position 3681 -> Vertex 1954
Order Position 3682 -> Vertex 2278
Order Position 3683 -> Vertex 2596
Order Position 3684 -> Vertex 2872
Order Position 3685 -> Vertex 2878
Order Position 3686 -> Vertex 2974
Order Position 3687 -> Vertex 3345
Order Position 3688 -> Vertex 3357
Order Position 3689 -> Vertex 1552
Order Position 3690 -> Vertex 1912
Order Position 3691 -> Vertex 2224
Order Position 3692 -> Vertex 2356
Order Position 3693 -> Vertex 2422
Order Position 3694 -> Vertex 2428
Order Position 3695 -> Vertex 2446
Order Position 3696 -> Vertex 1129
Order Position 3697 -> Vertex 829
Order Position 3698 -> Vertex 1165
Order Position 3699 -> Vertex 1513
Order Position 3700 -> Vertex 1669
Order Position 3701 -> Vertex 1729
Order Position 3702 -> Vertex 1741
Order Position 3703 -> Vertex 1753
Order Position 3704 -> Vertex 1765
Order Position 3705 -> Vertex 1777
Order Position 3706 -> Vertex 1795
Order Position 3707 -> Vertex 1705
Order Position 3708 -> Vertex 1923
Order Position 3709 -> Vertex 2235
Order Position 3710 -> Vertex 2247
Order Position 3711 -> Vertex 2237
Order Position 3712 -> Vertex 2249
Order Position 3713 -> Vertex 2367
Order Position 3714 -> Vertex 2369
Order Position 3715 -> Vertex 2379
Order Position 3716 -> Vertex 2381
Order Position 3717 -> Vertex 2391
Order Position 3718 -> Vertex 2393
Order Position 3719 -> Vertex 2409
Order Position 3720 -> Vertex 2411
Order Position 3721 -> Vertex 2181
Order Position 3722 -> Vertex 2183
Order Position 3723 -> Vertex 1925
Order Position 3724 -> Vertex 1563
Order Position 3725 -> Vertex 1565
Order Position 3726 -> Vertex 1209
Order Position 3727 -> Vertex 1211
Order Position 3728 -> Vertex 861
Order Position 3729 -> Vertex 863
Order Position 3730 -> Vertex 723
Order Position 3731 -> Vertex 725
Order Position 3732 -> Vertex 1029
Order Position 3733 -> Vertex 1031
Order Position 3734 -> Vertex 1030
Order Position 3735 -> Vertex 1026
Order Position 3736 -> Vertex 724
Order Position 3737 -> Vertex 720
Order Position 3738 -> Vertex 862
Order Position 3739 -> Vertex 858
Order Position 3740 -> Vertex 722
Order Position 3741 -> Vertex 1028
Order Position 3742 -> Vertex 860
Order Position 3743 -> Vertex 1210
Order Position 3744 -> Vertex 1206
Order Position 3745 -> Vertex 1208
Order Position 3746 -> Vertex 1564
Order Position 3747 -> Vertex 1560
Order Position 3748 -> Vertex 1562
Order Position 3749 -> Vertex 1924
Order Position 3750 -> Vertex 1920
Order Position 3751 -> Vertex 1922
Order Position 3752 -> Vertex 2236
Order Position 3753 -> Vertex 2232
Order Position 3754 -> Vertex 2234
Order Position 3755 -> Vertex 2248
Order Position 3756 -> Vertex 2244
Order Position 3757 -> Vertex 2246
Order Position 3758 -> Vertex 2368
Order Position 3759 -> Vertex 2364
Order Position 3760 -> Vertex 2366
Order Position 3761 -> Vertex 2380
Order Position 3762 -> Vertex 2376
Order Position 3763 -> Vertex 2378
Order Position 3764 -> Vertex 2392
Order Position 3765 -> Vertex 2388
Order Position 3766 -> Vertex 2390
Order Position 3767 -> Vertex 2410
Order Position 3768 -> Vertex 2406
Order Position 3769 -> Vertex 2408
Order Position 3770 -> Vertex 2182
Order Position 3771 -> Vertex 2178
Order Position 3772 -> Vertex 2180
Order Position 3773 -> Vertex 1561
Order Position 3774 -> Vertex 1921
Order Position 3775 -> Vertex 2233
Order Position 3776 -> Vertex 2245
Order Position 3777 -> Vertex 2365
Order Position 3778 -> Vertex 2377
Order Position 3779 -> Vertex 2389
Order Position 3780 -> Vertex 2407
Order Position 3781 -> Vertex 1207
Order Position 3782 -> Vertex 859
Order Position 3783 -> Vertex 721
Order Position 3784 -> Vertex 1027
Order Position 3785 -> Vertex 2179
Order Position 3786 -> Vertex 2123
Order Position 3787 -> Vertex 2147
Order Position 3788 -> Vertex 2142
Order Position 3789 -> Vertex 2118
Order Position 3790 -> Vertex 2122
Order Position 3791 -> Vertex 2146
Order Position 3792 -> Vertex 2100
Order Position 3793 -> Vertex 2105
Order Position 3794 -> Vertex 2104
Order Position 3795 -> Vertex 2121
Order Position 3796 -> Vertex 2145
Order Position 3797 -> Vertex 2120
Order Position 3798 -> Vertex 2144
Order Position 3799 -> Vertex 1804
Order Position 3800 -> Vertex 1803
Order Position 3801 -> Vertex 1802
Order Position 3802 -> Vertex 1810
Order Position 3803 -> Vertex 1809
Order Position 3804 -> Vertex 1808
Order Position 3805 -> Vertex 1805
Order Position 3806 -> Vertex 1800
Order Position 3807 -> Vertex 1811
Order Position 3808 -> Vertex 1806
Order Position 3809 -> Vertex 2103
Order Position 3810 -> Vertex 2102
Order Position 3811 -> Vertex 2092
Order Position 3812 -> Vertex 2093
Order Position 3813 -> Vertex 2088
Order Position 3814 -> Vertex 2091
Order Position 3815 -> Vertex 2090
Order Position 3816 -> Vertex 2038
Order Position 3817 -> Vertex 2039
Order Position 3818 -> Vertex 2034
Order Position 3819 -> Vertex 2037
Order Position 3820 -> Vertex 2036
Order Position 3821 -> Vertex 1894
Order Position 3822 -> Vertex 1895
Order Position 3823 -> Vertex 1890
Order Position 3824 -> Vertex 1893
Order Position 3825 -> Vertex 1892
Order Position 3826 -> Vertex 1540
Order Position 3827 -> Vertex 1541
Order Position 3828 -> Vertex 1536
Order Position 3829 -> Vertex 1539
Order Position 3830 -> Vertex 1538
Order Position 3831 -> Vertex 1186
Order Position 3832 -> Vertex 1187
Order Position 3833 -> Vertex 1182
Order Position 3834 -> Vertex 1185
Order Position 3835 -> Vertex 1184
Order Position 3836 -> Vertex 844
Order Position 3837 -> Vertex 845
Order Position 3838 -> Vertex 840
Order Position 3839 -> Vertex 843
Order Position 3840 -> Vertex 842
Order Position 3841 -> Vertex 1102
Order Position 3842 -> Vertex 1101
Order Position 3843 -> Vertex 1100
Order Position 3844 -> Vertex 1462
Order Position 3845 -> Vertex 1461
Order Position 3846 -> Vertex 1460
Order Position 3847 -> Vertex 1103
Order Position 3848 -> Vertex 1098
Order Position 3849 -> Vertex 1463
Order Position 3850 -> Vertex 1458
Order Position 3851 -> Vertex 1099
Order Position 3852 -> Vertex 841
Order Position 3853 -> Vertex 1183
Order Position 3854 -> Vertex 1537
Order Position 3855 -> Vertex 1891
Order Position 3856 -> Vertex 2035
Order Position 3857 -> Vertex 2089
Order Position 3858 -> Vertex 2101
Order Position 3859 -> Vertex 2119
Order Position 3860 -> Vertex 2143
Order Position 3861 -> Vertex 1801
Order Position 3862 -> Vertex 1807
Order Position 3863 -> Vertex 1459
Order Position 3864 -> Vertex 1581
Order Position 3865 -> Vertex 1942
Order Position 3866 -> Vertex 2266
Order Position 3867 -> Vertex 1941
Order Position 3868 -> Vertex 2265
Order Position 3869 -> Vertex 1940
Order Position 3870 -> Vertex 2264
Order Position 3871 -> Vertex 2572
Order Position 3872 -> Vertex 2571
Order Position 3873 -> Vertex 2570
Order Position 3874 -> Vertex 2584
Order Position 3875 -> Vertex 2583
Order Position 3876 -> Vertex 2582
Order Position 3877 -> Vertex 2692
Order Position 3878 -> Vertex 2691
Order Position 3879 -> Vertex 2690
Order Position 3880 -> Vertex 2716
Order Position 3881 -> Vertex 2715
Order Position 3882 -> Vertex 2714
Order Position 3883 -> Vertex 2488
Order Position 3884 -> Vertex 2487
Order Position 3885 -> Vertex 2486
Order Position 3886 -> Vertex 2494
Order Position 3887 -> Vertex 2493
Order Position 3888 -> Vertex 2492
Order Position 3889 -> Vertex 1582
Order Position 3890 -> Vertex 1580
